param,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,participant_id,model
log_lik[7578],-2.8395,0.000699829,0.0429958,0.0424153,-2.91177,-2.83874,-2.76825,3775.93,2730.67,1.18632,1.00029,kr,c_t0
log_lik[7579],-2.57406,0.000698798,0.0398874,0.0400906,-2.63952,-2.57412,-2.50912,3236.09,3271.51,1.01671,1.0012,kr,c_t0
log_lik[7580],-1.75422,0.00205933,0.130227,0.131588,-1.97103,-1.75038,-1.5469,4041.95,2857.5,1.2699,0.999935,kr,c_t0
log_lik[7581],-2.84623,0.000691977,0.0428512,0.0420847,-2.91803,-2.84585,-2.77555,3849.74,2707.97,1.20951,1.00036,kr,c_t0
lp__,2193.71,0.0718191,2.7487,2.58143,2188.63,2194.1,2197.51,1554.86,1874.12,0.432792,1.00083,nh,c_t0
c[1],-0.518493,0.000842746,0.0333958,0.0337095,-0.573644,-0.518334,-0.463538,1585.88,1887.14,0.441426,1.00561,nh,c_t0
c[2],0.255839,0.000792314,0.0320251,0.031366,0.20352,0.256065,0.308326,1648.24,2199.5,0.458785,1.00575,nh,c_t0
B,2.67431,0.00316515,0.129857,0.131714,2.46707,2.67133,2.89251,1710.35,1871.16,0.476074,1.00251,nh,c_t0
t0[1],0.0990387,0.00020161,0.00784275,0.00781686,0.0858146,0.0992327,0.111482,1539.65,1689.57,0.42856,1.00573,nh,c_t0
t0[2],0.126035,0.000209172,0.00839578,0.00843671,0.111818,0.126309,0.139546,1645.67,1861.09,0.458069,1.00459,nh,c_t0
d_base[1],1.32237,0.000993079,0.0514024,0.0513728,1.23734,1.32275,1.4055,2686.66,2754.2,0.747828,1.00168,nh,c_t0
d_base[2],0.604869,0.000682899,0.0343714,0.0341119,0.54855,0.605124,0.661711,2507.43,2405.95,0.697939,1.00265,nh,c_t0
d_base[3],0.138566,0.000500214,0.0300195,0.0299021,0.0900436,0.137925,0.188669,3567.4,1684.29,0.99298,1.00016,nh,c_t0
d_base[4],0.0781339,0.000615094,0.0338273,0.0357147,0.0250347,0.0766425,0.136327,2636.78,1394.27,0.733942,1.00046,nh,c_t0
d_base[5],0.350728,0.00053976,0.0330135,0.0330861,0.29911,0.348844,0.405914,3743.0,2916.63,1.04186,1.00114,nh,c_t0
d_base[6],0.748386,0.000733756,0.0384087,0.0383204,0.685592,0.748084,0.810921,2740.89,2911.45,0.762922,1.00093,nh,c_t0
d_base[7],1.1693,0.00103549,0.052877,0.0525368,1.08169,1.16878,1.25698,2615.17,2321.86,0.727927,1.00161,nh,c_t0
r,11.8707,0.0131105,0.549216,0.543417,11.0106,11.8441,12.81,1781.11,2144.19,0.495769,1.00354,nh,c_t0
p_lapse,0.0707797,7.25431e-05,0.00436038,0.00422684,0.0637485,0.0707046,0.0780761,3625.36,2921.31,1.00911,1.00126,nh,c_t0
c_full[1],-0.518493,0.000842746,0.0333958,0.0337095,-0.573644,-0.518334,-0.463538,1585.88,1887.14,0.441426,1.00561,nh,c_t0
c_full[2],-0.518493,0.000842746,0.0333958,0.0337095,-0.573644,-0.518334,-0.463538,1585.88,1887.14,0.441426,1.00561,nh,c_t0
c_full[3],-0.518493,0.000842746,0.0333958,0.0337095,-0.573644,-0.518334,-0.463538,1585.88,1887.14,0.441426,1.00561,nh,c_t0
c_full[4],-0.518493,0.000842746,0.0333958,0.0337095,-0.573644,-0.518334,-0.463538,1585.88,1887.14,0.441426,1.00561,nh,c_t0
c_full[5],-0.518493,0.000842746,0.0333958,0.0337095,-0.573644,-0.518334,-0.463538,1585.88,1887.14,0.441426,1.00561,nh,c_t0
c_full[6],-0.518493,0.000842746,0.0333958,0.0337095,-0.573644,-0.518334,-0.463538,1585.88,1887.14,0.441426,1.00561,nh,c_t0
c_full[7],-0.518493,0.000842746,0.0333958,0.0337095,-0.573644,-0.518334,-0.463538,1585.88,1887.14,0.441426,1.00561,nh,c_t0
c_full[8],0.255839,0.000792314,0.0320251,0.031366,0.20352,0.256065,0.308326,1648.24,2199.5,0.458785,1.00575,nh,c_t0
c_full[9],0.255839,0.000792314,0.0320251,0.031366,0.20352,0.256065,0.308326,1648.24,2199.5,0.458785,1.00575,nh,c_t0
c_full[10],0.255839,0.000792314,0.0320251,0.031366,0.20352,0.256065,0.308326,1648.24,2199.5,0.458785,1.00575,nh,c_t0
