param,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,participant_id,model
log_lik[3181],0.776744,0.000464075,0.0250359,0.0249195,0.735812,0.776705,0.81822,2918.06,2808.84,0.867295,1.0012,nh,t0_only
log_lik[3182],1.25659,0.000414336,0.0221254,0.0220085,1.2204,1.25622,1.29372,2864.6,3288.42,0.851406,1.00045,nh,t0_only
log_lik[3183],1.2464,0.000361987,0.024646,0.0251927,1.20559,1.24625,1.28665,4736.5,3475.82,1.40776,1.0003,nh,t0_only
log_lik[3184],-0.0127304,0.000665203,0.0437247,0.0424661,-0.0867138,-0.0114676,0.0590652,4325.64,3701.11,1.28565,1.00064,nh,t0_only
log_lik[3185],-1.05524,0.000680871,0.0386266,0.038147,-1.11785,-1.05532,-0.991036,3259.51,3351.87,0.968778,0.999682,nh,t0_only
log_lik[3186],-3.06419,0.000738041,0.0424626,0.04199,-3.13605,-3.06301,-2.99594,3353.64,2643.61,0.996756,1.00354,nh,t0_only
log_lik[3187],-0.409028,0.000529055,0.0339241,0.0339413,-0.465349,-0.409107,-0.354063,4129.66,3208.24,1.2274,1.00005,nh,t0_only
log_lik[3188],0.790284,0.000474701,0.0233573,0.0236235,0.751591,0.789877,0.829495,2448.45,2945.47,0.727719,1.00143,nh,t0_only
log_lik[3189],1.54058,0.00035571,0.0217033,0.021528,1.50378,1.54098,1.57629,3739.86,3687.02,1.11155,1.00113,nh,t0_only
log_lik[3190],0.926103,0.000462881,0.0232429,0.0234756,0.888164,0.925566,0.964756,2542.17,3278.56,0.755574,1.00147,nh,t0_only
log_lik[3191],0.873213,0.00047784,0.0259491,0.0263197,0.830409,0.87342,0.915673,2952.09,2938.77,0.877408,1.0008,nh,t0_only
log_lik[3192],1.48847,0.000380127,0.0260623,0.0250258,1.44627,1.48871,1.5307,4711.55,3351.78,1.40035,1.00161,nh,t0_only
log_lik[3193],0.517973,0.000572049,0.0279576,0.0290243,0.471512,0.518109,0.563286,2404.41,2534.04,0.71463,1.00072,nh,t0_only
log_lik[3194],-3.06419,0.000738041,0.0424626,0.04199,-3.13605,-3.06301,-2.99594,3353.64,2643.61,0.996756,1.00354,nh,t0_only
log_lik[3195],1.40613,0.000411296,0.022026,0.0226604,1.36949,1.40622,1.44297,2854.02,3201.66,0.848261,1.00062,nh,t0_only
log_lik[3196],1.45408,0.000419199,0.0275519,0.0267446,1.40841,1.45424,1.49832,4335.3,3439.95,1.28852,1.00135,nh,t0_only
log_lik[3197],1.04572,0.000758729,0.0423886,0.0422021,0.975107,1.04579,1.11489,3139.55,3349.8,0.933125,1.00064,nh,t0_only
log_lik[3198],1.26533,0.000594543,0.0343469,0.0332445,1.2083,1.26599,1.3212,3361.31,3201.31,0.999035,1.00048,nh,t0_only
log_lik[3199],1.14818,0.000398732,0.0230644,0.023183,1.11025,1.14776,1.18726,3361.03,3408.21,0.998952,1.00118,nh,t0_only
log_lik[3200],1.53254,0.000360376,0.0241537,0.0237299,1.49259,1.53277,1.5716,4553.18,3549.26,1.35328,1.00253,nh,t0_only
log_lik[3201],1.23662,0.000378192,0.0251728,0.0258811,1.19444,1.23635,1.27752,4548.07,3379.59,1.35176,1.00024,nh,t0_only
log_lik[3202],-2.94004,0.000561085,0.0347353,0.0343452,-2.99718,-2.94023,-2.88265,3856.65,3013.28,1.14626,1.00034,nh,t0_only
log_lik[3203],-2.91994,0.000569112,0.0344832,0.0343793,-2.97682,-2.92004,-2.86318,3694.98,3042.67,1.09821,1.00047,nh,t0_only
log_lik[3204],-3.06419,0.000738041,0.0424626,0.04199,-3.13605,-3.06301,-2.99594,3353.64,2643.61,0.996756,1.00354,nh,t0_only
log_lik[3205],0.995363,0.000563849,0.0308192,0.0311091,0.944094,0.996262,1.04465,3007.08,3068.78,0.893753,1.00167,nh,t0_only
log_lik[3206],0.745769,0.000557327,0.0277972,0.0282282,0.698969,0.746415,0.791301,2513.19,2347.13,0.746961,1.00068,nh,t0_only
log_lik[3207],1.19634,0.000424753,0.0221469,0.0222755,1.16002,1.19606,1.23318,2728.74,3281.85,0.811024,1.00079,nh,t0_only
log_lik[3208],1.4534,0.000396536,0.021873,0.022152,1.41664,1.45328,1.48946,3023.2,3226.25,0.898545,1.00059,nh,t0_only
log_lik[3209],1.38773,0.000491049,0.0297615,0.0291444,1.33719,1.38846,1.43674,3719.05,3179.86,1.10536,1.0003,nh,t0_only
log_lik[3210],0.397976,0.000563915,0.0279235,0.0285178,0.351218,0.397856,0.443709,2470.13,2880.23,0.734163,1.00068,nh,t0_only
log_lik[3211],-3.04804,0.000667277,0.0403245,0.0404543,-3.11678,-3.04709,-2.98287,3705.97,2663.52,1.10147,1.00414,nh,t0_only
log_lik[3212],-3.06346,0.000734053,0.0423289,0.041961,-3.13535,-3.0623,-2.9955,3368.71,2719.32,1.00124,1.00347,nh,t0_only
log_lik[3213],-3.06419,0.000738041,0.0424626,0.04199,-3.13605,-3.06301,-2.99594,3353.64,2643.61,0.996756,1.00354,nh,t0_only
log_lik[3214],-3.06419,0.000738025,0.0424621,0.0419914,-3.13604,-3.06301,-2.99594,3353.79,2643.61,0.996799,1.00354,nh,t0_only
log_lik[3215],-3.06418,0.000737946,0.0424597,0.0419935,-3.13603,-3.06301,-2.99594,3353.99,2643.61,0.99686,1.00353,nh,t0_only
log_lik[3216],-3.06103,0.000719707,0.0419336,0.0418952,-3.13223,-3.06,-2.99318,3436.45,2778.21,1.02137,1.0038,nh,t0_only
log_lik[3217],-3.05399,0.000687391,0.0409931,0.0408189,-3.12347,-3.05288,-2.98765,3610.27,2789.58,1.07303,1.00402,nh,t0_only
log_lik[3218],-3.06413,0.000737479,0.0424481,0.0419889,-3.13591,-3.06297,-2.99591,3356.54,2643.61,0.997618,1.00351,nh,t0_only
log_lik[3219],1.20271,0.000329303,0.022078,0.0224285,1.16668,1.20239,1.23916,4555.09,3457.0,1.35385,1.00043,nh,t0_only
log_lik[3220],1.16445,0.000375604,0.025837,0.0261385,1.12082,1.16446,1.20628,4809.03,2927.85,1.42932,1.00031,nh,t0_only
log_lik[3221],0.743529,0.000698375,0.03575,0.0366342,0.686206,0.742416,0.804358,2463.81,1781.08,0.732283,1.00199,nh,t0_only
log_lik[3222],1.53232,0.000351657,0.0210762,0.0210555,1.49649,1.53244,1.5671,3633.24,3650.06,1.07986,1.00172,nh,t0_only
log_lik[3223],0.576231,0.000688595,0.0340919,0.0343303,0.520476,0.57664,0.632567,2393.77,1590.4,0.711468,1.00185,nh,t0_only
log_lik[3224],1.38862,0.000363962,0.0194654,0.0192715,1.35555,1.38874,1.42034,2877.61,3410.16,0.855272,1.00002,nh,t0_only
log_lik[3225],1.03315,0.000306339,0.0210061,0.021196,0.998062,1.03328,1.06656,4742.62,3302.8,1.40958,0.999762,nh,t0_only
log_lik[3226],1.10552,0.000305809,0.0219614,0.0221727,1.06922,1.10571,1.14057,5223.02,3280.93,1.55237,0.999874,nh,t0_only
log_lik[3227],-0.761198,0.000653859,0.0323695,0.0323569,-0.814298,-0.761208,-0.7084,2462.47,2976.27,0.731886,1.00107,nh,t0_only
log_lik[3228],1.33061,0.000338738,0.0196711,0.0196553,1.29896,1.3304,1.36255,3374.99,3555.28,1.0031,0.999748,nh,t0_only
log_lik[3229],1.25338,0.000344233,0.0240117,0.0243766,1.21399,1.25304,1.29256,4967.98,3123.57,1.47656,1.00041,nh,t0_only
log_lik[3230],1.26979,0.000421666,0.0294088,0.0287027,1.2205,1.26997,1.31743,4897.31,3623.08,1.45556,1.00051,nh,t0_only
log_lik[3231],0.73811,0.000703346,0.03596,0.0366736,0.680967,0.73676,0.799534,2459.88,1821.51,0.731117,1.002,nh,t0_only
log_lik[3232],0.716598,0.00069272,0.0350235,0.0357482,0.659764,0.716086,0.775427,2440.9,1459.55,0.725476,1.0018,nh,t0_only
log_lik[3233],1.25173,0.000346179,0.0241929,0.0245235,1.21185,1.25138,1.29143,4991.65,3069.02,1.4836,1.00041,nh,t0_only
log_lik[3234],1.2421,0.000351658,0.0246095,0.0247275,1.20102,1.24191,1.28226,5022.45,3040.91,1.49275,1.00039,nh,t0_only
log_lik[3235],1.20271,0.000329303,0.022078,0.0224285,1.16668,1.20239,1.23916,4555.09,3457.0,1.35385,1.00043,nh,t0_only
log_lik[3236],0.631247,0.000691896,0.034408,0.0348018,0.575152,0.631293,0.688589,2402.78,1411.0,0.714144,1.00189,nh,t0_only
log_lik[3237],0.559692,0.000687211,0.0340003,0.0343,0.503999,0.560088,0.615864,2395.94,1604.79,0.712111,1.00194,nh,t0_only
log_lik[3238],0.617635,0.00041728,0.0238145,0.0240408,0.577076,0.618356,0.655494,3379.28,2910.79,1.00438,0.999883,nh,t0_only
log_lik[3239],0.786898,0.000289699,0.0171901,0.017303,0.758876,0.786719,0.814375,3531.06,3646.78,1.04949,1.00119,nh,t0_only
log_lik[3240],0.88059,0.000445049,0.0260868,0.0261516,0.836339,0.881048,0.922709,3557.2,2546.24,1.05726,0.999985,nh,t0_only
log_lik[3241],1.38956,0.000341754,0.0207299,0.0206035,1.35605,1.38951,1.4235,3685.83,3366.01,1.09549,0.999916,nh,t0_only
log_lik[3242],1.50185,0.000356842,0.0206359,0.0206343,1.46657,1.5018,1.53554,3377.45,3580.58,1.00383,1.00117,nh,t0_only
log_lik[3243],-0.626794,0.000979689,0.058864,0.0572098,-0.727021,-0.6249,-0.533227,3658.61,3535.14,1.0874,1.00021,nh,t0_only
log_lik[3244],0.680834,0.000293558,0.0181683,0.0184064,0.650997,0.680931,0.710625,3843.43,3686.08,1.14233,0.99989,nh,t0_only
log_lik[3245],-2.39365,0.00122447,0.053352,0.0534503,-2.4812,-2.39381,-2.30444,1914.51,2563.27,0.569024,1.00051,nh,t0_only
log_lik[3246],0.365609,0.000451338,0.0258855,0.0255457,0.32161,0.366334,0.407808,3452.48,2673.87,1.02613,1.00194,nh,t0_only
log_lik[3247],1.56583,0.000338452,0.0218111,0.0217961,1.52921,1.566,1.60156,4205.42,3454.68,1.24992,1.00245,nh,t0_only
log_lik[3248],0.634445,0.000282483,0.0167069,0.0169905,0.606932,0.634545,0.661134,3506.75,3468.92,1.04226,1.00098,nh,t0_only
log_lik[3249],0.603191,0.000756942,0.0377953,0.0387764,0.543653,0.601779,0.666904,2368.46,2077.64,0.703944,1.00179,nh,t0_only
log_lik[3250],0.731494,0.000286082,0.0169192,0.0170145,0.703566,0.731494,0.758412,3503.03,3763.87,1.04116,1.00092,nh,t0_only
log_lik[3251],0.479192,0.000478296,0.0263419,0.026093,0.435126,0.47996,0.52212,3158.82,2692.69,0.938851,1.00232,nh,t0_only
log_lik[3252],1.03839,0.000306318,0.0210675,0.02132,1.00324,1.0385,1.07177,4771.48,3331.38,1.41816,0.99977,nh,t0_only
log_lik[3253],1.33592,0.00041308,0.0279133,0.0282868,1.28974,1.33603,1.3819,4587.96,3789.72,1.36362,1.00024,nh,t0_only
log_lik[3254],0.826212,0.000441774,0.0255391,0.0259345,0.783131,0.826957,0.867786,3461.86,2552.61,1.02892,0.999912,nh,t0_only
log_lik[3255],-0.112753,0.000575818,0.0315531,0.0323378,-0.164475,-0.1128,-0.0609672,2986.61,2480.4,0.887668,1.00086,nh,t0_only
log_lik[3256],1.47522,0.00035963,0.020307,0.0203575,1.44067,1.4753,1.50847,3223.58,3550.39,0.9581,1.00106,nh,t0_only
log_lik[3257],-2.97294,0.000577436,0.036377,0.0363623,-3.03302,-2.97286,-2.9145,3994.14,3078.85,1.18712,1.00044,nh,t0_only
log_lik[3258],-1.79432,0.00126958,0.055839,0.0557899,-1.88833,-1.79349,-1.70336,1945.21,2787.17,0.578149,1.00048,nh,t0_only
log_lik[3259],0.082813,0.000606898,0.0318594,0.0324707,0.0304273,0.0826695,0.135036,2741.32,2170.16,0.814765,1.00146,nh,t0_only
log_lik[3260],0.514333,0.000483599,0.0264996,0.0263142,0.470043,0.515193,0.55755,3121.96,2674.17,0.927897,1.00237,nh,t0_only
log_lik[3261],1.43825,0.000362068,0.0199087,0.0198212,1.40485,1.43835,1.47083,3047.83,3536.8,0.905865,1.00045,nh,t0_only
log_lik[3262],0.826212,0.000441774,0.0255391,0.0259345,0.783131,0.826957,0.867786,3461.86,2552.61,1.02892,0.999912,nh,t0_only
log_lik[3263],1.14647,0.000319617,0.0210734,0.0213225,1.11162,1.14629,1.18102,4399.12,3363.36,1.30749,1.00044,nh,t0_only
log_lik[3264],1.23309,0.000436893,0.0300831,0.0294456,1.18268,1.23316,1.2823,4759.39,3521.69,1.41457,1.00061,nh,t0_only
log_lik[3265],0.943597,0.000447512,0.026883,0.0268869,0.898652,0.943865,0.987072,3733.46,2439.38,1.10964,1.00006,nh,t0_only
log_lik[3266],0.946431,0.00044765,0.0269286,0.0270012,0.901562,0.946677,0.990022,3743.41,2440.19,1.1126,1.00015,nh,t0_only
log_lik[3267],0.525353,0.000418196,0.0248148,0.0247022,0.482494,0.526441,0.565193,3547.99,3461.45,1.05452,1.00123,nh,t0_only
log_lik[3268],1.14733,0.000334564,0.0244794,0.0250603,1.10733,1.1471,1.18708,5431.19,3193.33,1.61424,1.0003,nh,t0_only
log_lik[3269],1.4177,0.000341928,0.0213207,0.021244,1.38337,1.41773,1.45275,3891.69,3333.19,1.15667,1.00008,nh,t0_only
log_lik[3270],1.56538,0.000324163,0.0225176,0.0225669,1.52757,1.56527,1.6019,4877.54,3360.33,1.44968,1.00163,nh,t0_only
log_lik[3271],1.24862,0.000348365,0.0243722,0.0246241,1.20829,1.24825,1.28857,5014.86,3018.37,1.4905,1.0004,nh,t0_only
log_lik[3272],0.909808,0.00044624,0.0264206,0.0265567,0.864979,0.910214,0.952823,3636.38,2543.52,1.08079,1.00011,nh,t0_only
log_lik[3273],0.598645,0.000493452,0.0269025,0.0266678,0.553865,0.599199,0.642662,3083.14,2596.44,0.916358,1.00274,nh,t0_only
log_lik[3274],-2.06331,0.00121099,0.0495779,0.0500398,-2.14687,-2.06354,-1.98152,1690.53,2180.95,0.502452,1.00122,nh,t0_only
log_lik[3275],-0.434824,0.000566445,0.0323058,0.0322626,-0.487409,-0.43513,-0.381742,3252.52,2581.93,0.9667,1.00065,nh,t0_only
log_lik[3276],1.09787,0.000305834,0.0218452,0.0221313,1.06175,1.09797,1.13275,5164.7,3373.92,1.53503,0.999861,nh,t0_only
log_lik[3277],1.13984,0.000373853,0.0188733,0.0191966,1.10853,1.14001,1.17042,2559.58,3063.95,0.760748,1.00234,nh,t0_only
log_lik[3278],-0.995063,0.000962546,0.0474567,0.0475054,-1.07515,-0.993388,-0.918799,2432.01,2911.46,0.722831,1.00124,nh,t0_only
log_lik[3279],-1.28221,0.000964135,0.0425085,0.0421385,-1.35398,-1.28178,-1.21305,1964.78,2552.69,0.583963,1.00157,nh,t0_only
