param,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,participant_id,model
log_lik[6359],0.0626036,0.000738527,0.0378103,0.0376317,0.000255957,0.0634702,0.123397,2631.51,2736.88,0.782128,0.999608,nh,t0_only
log_lik[6360],0.506139,0.000744138,0.0385898,0.0397313,0.439501,0.507657,0.566014,2466.52,1863.74,0.73309,1.00157,nh,t0_only
log_lik[6361],0.242724,0.000703219,0.0432246,0.0436982,0.172498,0.242025,0.315609,3765.82,2761.3,1.11926,1.0001,nh,t0_only
log_lik[6362],-0.196185,0.0008049,0.0515535,0.0512623,-0.282487,-0.196037,-0.110808,4149.76,2831.07,1.23338,1.00087,nh,t0_only
log_lik[6363],-0.834238,0.000644871,0.0405784,0.0396058,-0.90256,-0.833666,-0.76774,4017.33,3219.42,1.19401,0.999525,nh,t0_only
log_lik[6364],-2.02634,0.000892749,0.0458357,0.0468107,-2.10027,-2.02594,-1.95,2673.39,2667.08,0.794576,1.00037,nh,t0_only
log_lik[6365],0.325286,0.000724263,0.0401347,0.0404945,0.258763,0.324537,0.390861,3107.23,2849.35,0.923519,1.00201,nh,t0_only
log_lik[6366],-1.32018,0.000800734,0.0501012,0.0497381,-1.40485,-1.31939,-1.23849,3913.33,3041.6,1.1631,0.999957,nh,t0_only
log_lik[6367],-0.0292064,0.000678361,0.0444787,0.045925,-0.102586,-0.027707,0.0429154,4305.27,3030.33,1.2796,1.00103,nh,t0_only
log_lik[6368],-0.352744,0.000833105,0.0484142,0.0499697,-0.432615,-0.351461,-0.274946,3389.96,2932.59,1.00755,1.00163,nh,t0_only
log_lik[6369],-1.99027,0.00102475,0.0623827,0.0633841,-2.09294,-1.98924,-1.89004,3735.44,3272.17,1.11023,1.00065,nh,t0_only
log_lik[6370],-0.0659785,0.000712662,0.0449182,0.0462997,-0.14063,-0.064491,0.00711012,3981.78,3068.49,1.18345,1.00126,nh,t0_only
log_lik[6371],-1.46156,0.00112763,0.0797128,0.079239,-1.59222,-1.46132,-1.32833,5028.39,3492.21,1.49452,1.002,nh,t0_only
log_lik[6372],-2.84428,0.00059048,0.0350657,0.0341923,-2.90254,-2.8441,-2.78642,3554.74,3013.85,1.05653,1.00185,nh,t0_only
log_lik[6373],0.475523,0.000756433,0.0387959,0.0400792,0.408638,0.476961,0.535474,2420.13,1839.23,0.7193,1.00135,nh,t0_only
log_lik[6374],0.401862,0.000657632,0.0354139,0.0356757,0.34283,0.402359,0.458098,2916.9,2536.71,0.86695,0.999413,nh,t0_only
log_lik[6375],-0.209402,0.000720929,0.0386814,0.0381918,-0.273795,-0.208754,-0.146072,2897.77,2805.65,0.861262,0.999557,nh,t0_only
log_lik[6376],-1.2192,0.00107591,0.0789421,0.0789507,-1.34903,-1.21889,-1.08959,5429.72,3337.86,1.6138,1.00205,nh,t0_only
log_lik[6377],0.0229301,0.000738682,0.0379703,0.0375454,-0.0397732,0.023653,0.0840154,2655.85,2777.0,0.78936,0.999604,nh,t0_only
log_lik[6378],0.0626036,0.000738527,0.0378103,0.0376317,0.000255957,0.0634702,0.123397,2631.51,2736.88,0.782128,0.999608,nh,t0_only
log_lik[6379],-1.05304,0.00106995,0.0609618,0.0605039,-1.1543,-1.05272,-0.953622,3273.97,3351.54,0.973076,1.00083,nh,t0_only
log_lik[6380],-1.50938,0.000740014,0.0443033,0.0439142,-1.58237,-1.50949,-1.43685,3647.54,3014.51,1.08411,0.999883,nh,t0_only
log_lik[6381],-3.06419,0.00073804,0.0424625,0.04199,-3.13605,-3.06301,-2.99594,3353.64,2643.61,0.996756,1.00354,nh,t0_only
log_lik[6382],-3.06357,0.000733615,0.0423431,0.041972,-3.13543,-3.0624,-2.99547,3373.18,2699.31,1.00256,1.0035,nh,t0_only
log_lik[6383],-0.330518,0.000704057,0.0389816,0.0384719,-0.395856,-0.330231,-0.265819,3078.82,2949.55,0.915074,0.999534,nh,t0_only
log_lik[6384],-0.202217,0.000784287,0.0410522,0.0418988,-0.271528,-0.201012,-0.138843,2574.03,2162.07,0.765043,1.00129,nh,t0_only
log_lik[6385],-0.40094,0.000847232,0.0461996,0.045822,-0.478166,-0.40051,-0.326709,3017.85,2752.91,0.896954,1.00113,nh,t0_only
log_lik[6386],-0.352744,0.000833105,0.0484142,0.0499697,-0.432615,-0.351461,-0.274946,3389.96,2932.59,1.00755,1.00163,nh,t0_only
log_lik[6387],0.18826,0.000728473,0.0371771,0.0370473,0.126486,0.188801,0.248573,2619.23,2679.67,0.778477,0.99959,nh,t0_only
log_lik[6388],0.267482,0.000694594,0.0410294,0.0415267,0.198843,0.267453,0.333772,3518.68,2853.72,1.04581,1.00045,nh,t0_only
log_lik[6389],-0.0145926,0.000658108,0.0443913,0.0460683,-0.087884,-0.0127418,0.0579313,4558.09,3004.62,1.35474,1.00084,nh,t0_only
log_lik[6390],-2.82303,0.000648188,0.0393382,0.0393589,-2.88698,-2.82269,-2.75769,3704.69,3354.06,1.10109,1.00125,nh,t0_only
log_lik[6391],-2.52324,0.00101993,0.066787,0.0647553,-2.63152,-2.52408,-2.41211,4318.23,3310.52,1.28345,1.0016,nh,t0_only
log_lik[6392],-1.35256,0.00120369,0.0892245,0.0894805,-1.50468,-1.35026,-1.20867,5527.64,3330.37,1.6429,1.00146,nh,t0_only
log_lik[6393],-0.983375,0.00106675,0.0603598,0.0594697,-1.08329,-0.982876,-0.885119,3225.68,3210.02,0.958724,1.00085,nh,t0_only
log_lik[6394],-2.55209,0.000775355,0.0421995,0.0411664,-2.6208,-2.55228,-2.48148,3028.03,2650.58,0.899979,1.0012,nh,t0_only
log_lik[6395],-2.43067,0.000899673,0.0540983,0.0546962,-2.5176,-2.43133,-2.34285,3663.69,3463.94,1.08891,1.00059,nh,t0_only
log_lik[6396],-2.47701,0.000806389,0.0439696,0.0430059,-2.54822,-2.47764,-2.40285,3036.84,2595.83,0.902596,1.00074,nh,t0_only
log_lik[6397],-0.0387106,0.000639447,0.0458374,0.047139,-0.116453,-0.0373361,0.0353498,5141.14,3515.29,1.52803,1.00024,nh,t0_only
log_lik[6398],0.149117,0.000792022,0.0461777,0.0474193,0.0745133,0.149022,0.225642,3386.1,2796.14,1.0064,1.00017,nh,t0_only
log_lik[6399],-0.63529,0.00102637,0.0567823,0.056505,-0.730038,-0.634766,-0.542474,3090.68,3007.58,0.9186,1.00096,nh,t0_only
