param,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,participant_id,model
log_lik[314],0.463339,0.00070545,0.0386274,0.0388836,0.399462,0.46321,0.527616,3070.22,2876.1,27.1284,1.00171,2,d_only
log_lik[315],0.699464,0.000871783,0.0514707,0.050254,0.615471,0.699616,0.782671,3604.2,2550.29,31.8465,1.00081,2,d_only
log_lik[316],1.5334,0.00189618,0.10043,0.103443,1.36883,1.53378,1.69641,2867.23,2386.73,25.3347,1.00012,2,d_only
log_lik[317],-0.834505,0.00156162,0.097704,0.0978616,-0.9961,-0.834694,-0.676439,3958.31,3019.1,34.9755,1.0004,2,d_only
log_lik[318],-0.594555,0.00185451,0.119417,0.119073,-0.796794,-0.59283,-0.401003,4179.17,3075.68,36.9269,1.00117,2,d_only
log_lik[319],1.54603,0.00173922,0.0907338,0.0939715,1.39341,1.54864,1.68832,2810.15,2307.71,24.8303,0.999793,2,d_only
log_lik[320],0.814973,0.00122588,0.0648711,0.0627643,0.711246,0.814045,0.921293,2869.45,2555.22,25.3543,1.0008,2,d_only
log_lik[321],1.53725,0.00187159,0.0987946,0.102061,1.37393,1.53827,1.69704,2850.82,2357.58,25.1897,1.00011,2,d_only
log_lik[322],0.815063,0.00123192,0.0650155,0.0629773,0.711238,0.814068,0.921374,2854.54,2590.44,25.2226,1.00076,2,d_only
log_lik[323],0.77682,0.0010404,0.059063,0.0575559,0.679454,0.777065,0.873356,3289.7,2438.7,29.0676,1.00092,2,d_only
log_lik[324],1.10412,0.00130279,0.0726953,0.0717792,0.986699,1.10332,1.2237,3240.67,2704.07,28.6344,1.00103,2,d_only
log_lik[325],0.784909,0.00129268,0.0651235,0.0632122,0.680829,0.783136,0.89229,2635.65,2354.39,23.2885,1.00043,2,d_only
log_lik[326],0.784574,0.00106464,0.0599707,0.0584683,0.685492,0.784874,0.882895,3234.75,2502.92,28.5821,1.0009,2,d_only
log_lik[327],-1.01875,0.00146337,0.0928337,0.0907127,-1.16493,-1.02239,-0.856851,4101.3,3080.45,36.2389,1.00188,2,d_only
log_lik[328],0.74235,0.000955234,0.055421,0.0535959,0.651544,0.742845,0.832668,3477.09,2398.82,30.7234,1.0006,2,d_only
log_lik[329],0.812803,0.00119816,0.0641199,0.0619767,0.709804,0.812225,0.919059,2928.77,2553.99,25.8785,1.00082,2,d_only
log_lik[330],0.793897,0.00109758,0.0611331,0.0591575,0.694036,0.793843,0.895384,3161.53,2448.7,27.9351,1.00083,2,d_only
log_lik[331],0.943555,0.0010278,0.0599692,0.0605933,0.847328,0.942598,1.04158,3501.87,3102.88,30.9424,1.00089,2,d_only
log_lik[332],0.740837,0.000951848,0.0552721,0.0533463,0.650213,0.741352,0.83095,3486.59,2398.82,30.8074,1.00061,2,d_only
log_lik[333],1.33008,0.000908344,0.0512112,0.0490977,1.24171,1.33223,1.40897,3141.15,3373.07,27.7551,1.00089,2,d_only
log_lik[334],1.11117,0.00128353,0.0706982,0.0686958,0.994282,1.11115,1.22679,3148.58,2914.85,27.8207,1.00115,2,d_only
log_lik[335],0.142877,0.00125632,0.0780027,0.0751188,0.00709942,0.147779,0.259477,3890.27,3547.4,34.3742,1.0,2,d_only
log_lik[336],1.45705,0.00205731,0.112842,0.115058,1.27417,1.45663,1.64313,3047.73,2671.5,26.9296,1.00018,2,d_only
log_lik[337],0.765446,0.00128662,0.0642717,0.0624493,0.662901,0.763517,0.869616,2600.95,2441.89,22.9819,1.00041,2,d_only
log_lik[338],0.994063,0.00100484,0.0573769,0.0567295,0.898982,0.994427,1.08717,3279.71,3173.73,28.9794,1.00136,2,d_only
log_lik[339],-0.20573,0.00118576,0.0705255,0.0690833,-0.327414,-0.201833,-0.0977648,3543.76,3596.47,31.3125,1.00004,2,d_only
log_lik[340],0.570262,0.000741046,0.0424957,0.0420464,0.500942,0.569584,0.640478,3372.52,2657.31,29.7994,1.0014,2,d_only
log_lik[341],1.53919,0.00185545,0.0978029,0.100163,1.37675,1.54013,1.69737,2846.41,2328.39,25.1507,1.00007,2,d_only
log_lik[342],-0.0284641,0.00147348,0.0925432,0.0886056,-0.190178,-0.0231981,0.110723,3988.06,3387.81,35.2383,1.00027,2,d_only
log_lik[343],-0.125235,0.00158424,0.100035,0.0966029,-0.299415,-0.11994,0.0254364,4030.26,3456.87,35.6112,1.00054,2,d_only
log_lik[344],0.440685,0.000705902,0.038273,0.0385414,0.377544,0.440852,0.504528,2999.29,2934.15,26.5015,1.00173,2,d_only
log_lik[345],-0.256352,0.0012326,0.0739315,0.0722706,-0.382389,-0.252106,-0.141988,3603.06,3477.79,31.8365,1.00016,2,d_only
log_lik[346],0.186555,0.000814244,0.044501,0.045075,0.111666,0.188677,0.255912,3058.5,3119.89,27.0248,1.0007,2,d_only
log_lik[347],0.489577,0.000708136,0.0392461,0.0396785,0.425022,0.489495,0.554509,3137.58,2824.19,27.7235,1.00168,2,d_only
log_lik[348],-0.376964,0.00179786,0.114857,0.113034,-0.576353,-0.372529,-0.198037,4118.38,3213.23,36.3898,1.00099,2,d_only
log_lik[349],0.775934,0.000833345,0.0493549,0.05009,0.696589,0.775982,0.85841,3520.91,3013.01,31.1106,1.00067,2,d_only
log_lik[350],0.252868,0.000783453,0.0413647,0.0421169,0.183938,0.253888,0.318515,2901.56,3116.94,25.6381,1.00101,2,d_only
